covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
2045;Racheriu;2017;Romania;Letea;;;Temperate continental;;9;541;mm;Control (2014);Phosphogypsum landfill;7.17;;;;;;;;;;0.879;uS/cm;;;;;;;;;;0.667;6.5;13.355;;;;;;;;mg kg;3;Total;;Wormwood;Artemisia absinthium;;;;8.674;;;20.552;g;;0.534;27.33;5.702; ; ;;;;;;mg kg;3;Leaves +stems;;0.324;6.145;12.378;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;Racheriu;2017;Romania;Bacau;;;Temperate continental;;9;541;mm;Control (2015);Phosphogypsum landfill;7.095;;;;;;;;;;1.134;uS/cm;;;;;;;;;;0.163;2.075;1.07;;;;;;;;mg kg;3;Total;;Wormwood;Artemisia absinthium;;;;60.17;;;14.72;g;;0.14;2.707;2.338; ; ;;;;;;mg kg;3;Leaves +stems;;0.12;2.509;0;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Urban-Industrial zone (U1);;7.52;7.24;;;;;;;;;;;;;;;;;;;34.00000434;0.983333588;666.6666667;45.90163169;177.7173646;;13.91304835;17.33333955;1051.892007;24.44444574;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;11.96203556;;99.8757771;15.43210254;44.02515301;;1.299362119;;99.0566182;0.503225511;;ug/g;3;Washed leaves;;;33.63058328;1.173708962;15.80187903;;1.566878322;;26.7295108;0.890322285;;ug/g;3;roots;;;3.057336355;0;8.490562133;;0.420381562;;84.90565132;0.174193105;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Urban zone (U);;7.24;7.82;;;;;;;;;;;;;;;;;;;22.00000879;1.016667048;522.2220951;50.49181237;203.8042887;;18.47825742;20.83333775;1127.567595;31.99998813;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;3.987356453;;41.73912055;5.40123177;25.47171486;;1.280254132;;136.7923999;0.445159666;;ug/g;3;Washed leaves;;;11.4649676;0;5.42451731;;0.28662419;;12.57863389;0.232258212;;ug/g;3;roots;;;22.92993519;7.629108254;16.27358792;;0.248406757;;23.58490481;0.387096774;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Suburban zone (SU);;7.58;6.96;;;;;;;;;;;;;;;;;;;41.33331518;1.116666794;505.5554708;47.43169192;166.3043742;;12.60869993;16.16667772;991.3514645;32.44445125;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;3.544316847;;69.31676696;6.635809628;26.72955718;;1.222930168;;133.6477939;0.425805861;;ug/g;3;Washed leaves;;;9.936328575;0;7.075471443;;0;;20.44026883;0;;ug/g;3;roots;;;26.75159106;9.624412147;15.80187903;;0.382165587;;26.7295108;0.348385472;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Industrial zone (I1);;5.91;9.48;;;;;;;;;;;;;;;;;;;17.33333679;0.483332316;144.4443597;29.8360139;97.82605856;;12.60869993;17.66668058;877.8379744;24.8888919;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;1.772166874;;26.83228772;2.623468382;18.23900156;;2.082802738;;0;0.735483723;;ug/g;3;Washed leaves;;;21.40129617;1.173896857;42.68867411;;0.936305979;;103.7735872;0.85161246;;ug/g;3;roots;;;9.936328575;3.87323868;14.38678834;;0.57324838;;73.89932043;0.348385472;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Industrial zone (I2);;7.8;5.06;;;;;;;;;;;;;;;;;;;29.33333234;0;72.22175598;29.8360139;75.00007775;;27.60869838;12.33333849;605.4052806;62.22222128;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;1.329127268;;16.39750758;3.086418154;24.21384855;;1.070063351;;132.0754609;0.522580054;;ug/g;3;Washed leaves;;;4.585975376;0;5.188671861;;0.28662419;;11.00624093;0.425805861;;ug/g;3;roots;;;4.585975376;1.525820755;8.018871235;;0.28662419;;25.1572378;0.309677124;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Industrial zone (I3);;7.68;11.39;;;;;;;;;;;;;;;;;;;37.33333785;1.200000127;427.7778202;45.13661617;135.3260974;;12.17391989;12.33333849;824.8649546;23.11109877;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;3.101285692;;50.68322593;6.018529529;21.38365534;;0.955413966;;86.47798431;0.754838267;;ug/g;3;Washed leaves;;;6.11467271;0;4.481135513;;0;;7.861634937;0.21290293;;ug/g;3;roots;;;15.28662346;5.399059435;12.97169765;;0.248406757;;15.72326987;0.270967299;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Rural zone (R1);;7.84;12.46;;;;;;;;;;;;;;;;;;;27.99998114;0.983333588;455.5555979;54.31694834;278.8043664;;35.43478056;15.16668005;1029.189295;44.00000911;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;3.544316847;;58.88195839;6.327166635;19.18240729;;1.662419718;;103.7735872;0.290322581;;ug/g;3;Washed leaves;;;12.22928711;0;7.547162342;;0.496814971;;11.00624093;0.367741492;;ug/g;3;roots;;;20.63697666;5.28169033;16.50943337;;0.458598995;;14.15096688;0.367741492;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Rural zone (R2);;7.5;10.95;;;;;;;;;;;;;;;;;;;55.33334389;1.800000509;849.9999576;68.85244753;223.369575;;16.95652521;17.33333955;1089.729837;32.44445125;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;7.088625244;;102.8571479;9.876552222;39.30817233;;1.433120949;;37.7358417;1.122580497;;ug/g;3;Washed leaves;;;12.22928711;0;8.726407583;;0.363057599;;9.433967923;0.793548092;;ug/g;3;roots;;;79.49045366;15.14084069;29.48113101;;0.420381562;;11.00624093;0.793548092;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Tourist zone (T1);;7.78;7.9;;;;;;;;;;;;;;;;;;;26.66666808;0.950000127;383.3332062;42.84154042;151.6304405;;13.04347583;25.33334633;1241.081085;21.33333955;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;3.544316847;;43.97512557;11.4197613;31.13207728;;0.745223185;;70.75471443;0.522580054;;ug/g;3;Washed leaves;;;8.407631241;0;6.367917102;;0;;9.433967923;0.329032406;;ug/g;3;roots;;;50.44584576;20.30516415;30.8962217;;0.343948153;;15.72326987;0.445159666;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Tourist zone (T2);;6.94;12.9;;;;;;;;;;;;;;;;;;;102.000013;2.816666921;933.3332909;121.6393357;216.8478129;;13.47826416;17.00001123;1006.486438;28.00000657;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;2.658246086;;32.04968489;5.092600551;24.21384855;;1.719745139;;193.3962374;0.890322285;;ug/g;3;Washed leaves;;;66.49684704;4.342724056;32.07546695;;0.687897764;;26.7295108;0.619354986;;ug/g;3;roots;;;25.98727155;11.38497559;21.69810523;;0.898088545;;25.1572378;0.232258212;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Traffic zone (TR);;7.18;9.97;;;;;;;;;;;;;;;;;;;14.00000328;0.416666667;88.88880412;31.3661325;97.82605856;;26.95652625;19.66667592;1029.189295;56.44445083;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;0;;14.90683283;1.697539404;17.29559582;;1.547770334;;36.1635387;0.464515686;;ug/g;3;Washed leaves;;;7.64331173;0;15.80187903;;1.700637152;;18.86787587;2.535483576;;ug/g;3;roots;;;6.11467271;0;14.38678834;;0.458598995;;9.433967923;0.348385472;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;Radojevic;2017;Serbia;Bor;"44°4'20""N";"22°5'51""E";Moderately continental;;;;;Background zone (B);;6.2;8.29;;;;;;;;;;;;;;;;;;;8.666674755;0;49.99987284;19.12567987;61.95655351;;22.17391886;16.33334188;794.5947194;66.22222827;;ug/g;3;Total;;Hazel;Corylus avellana;;;;;;;;;0;;7.453416414;2.160506836;11.32077282;;1.777069103;;0;1.025806304;;ug/g;3;Washed leaves;;;5.3503532;0;4.481135513;;0.649681789;;70.75471443;0.483870968;;ug/g;3;roots;;;32.10194426;5.164316747;30.8962217;;0.363057599;;29.87420676;0.309677124;;ug/g;3;Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°38'54.73""N";"25°18'11.12""E";Humid continental;;;;;P1;;7.54;;;;;;;;;;;;;;;;;;;;;4.380954111;349.9999106;;300.0002044;;4.166285859;;447.761143;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;0.9;11.665;1.005;39.21;;2.305;;63.325;;;mg kg;3;Leaves;;1.13;14.1;3.45;53.41;;2.14;;161.47;;;mg kg;3;roots;;0.31;9.73;0.805;18.47;;1.64;;41.305;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°39'01.33""N";"25°18'02.02""E";Humid continental;;;;;P2;;7.43;;;;;;;;;;;;;;;;;;;;;3.7142826;424.9997211;;364.2857289;;4.166285859;;417.9085782;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;0.67;9.9;0.905;19.775;;2.35;;71.845;;;mg kg;3;Leaves;;0.82;11.28;2.89;30.19;;2.24;;515.49;;;mg kg;3;roots;;0.235;9.015;0.71;14.02;;1.99;;54.96;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°38'57.97""N";"25°18'21.90""E";Humid continental;;;;;P3;;7.09;;;;;;;;;;;;;;;;;;;;;4.476190822;462.499984;;353.571611;;0;;597.0148574;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;0.99;11.4;2.39;30.075;;2.455;;61.82;;;mg kg;3;Leaves;;1.25;9.56;4.67;44.09;;1.36;;1615.1;;;mg kg;3;roots;;0.795;10.195;0.755;13.92;;1.825;;37.39;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°38'58.71""N";"25°18'04.19""E";Humid continental;;;;;P4;;7.23;;;;;;;;;;;;;;;;;;;;;4.666664245;556.2499856;;278.5711512;;8.333207501;;417.9085782;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;1.06;11.865;1.58;33.085;;2.51;;85.1;;;mg kg;3;Leaves;;1.35;10.7;3.49;47.19;;1.5;;1180.52;;;mg kg;3;roots;;0.705;9.35;0.87;21.6;;1.82;;40.015;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°38'54.61""N";"25°18'13.42""E";Humid continental;;;;;P5;;7.21;;;;;;;;;;;;;;;;;;;;;5.142855067;718.7499526;;278.5711512;;12.4999702;;447.761143;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;1.295;11.47;2.22;48.2;;2.59;;118.57;;;mg kg;3;Leaves;;2.19;13.33;3.21;108.13;;2.13;;362.18;;;mg kg;3;roots;;0.695;9.405;0.865;41.35;;1.6;;38.05;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;Radulescu;2013;Romania;Puntea de Greci;"44°38'55.10""N";"25°18'16.95""E";Humid continental;;;;;P6;;6.92;;;;;;;;;;;;;;;;;;;;;2.857144933;537.4999138;;235.7146798;;12.4999702;;358.2091422;;;mg kg;;Total;;Cabbage;Brassica oleracea;;;;;;;;;;0.925;10.65;1.445;26.135;;2.3;;49.335;;;mg kg;3;Leaves;;1.74;12.76;3.22;30.62;;1.91;;148.67;;;mg kg;3;roots;;0.475;9.305;0.85;16.275;;1.735;;43.99;;;mg kg;3;Stems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Radziemska;2017;Poland;Legnica;;;Humid continental;;;;;0;;5.8798586;;;6.42;g kg-1;;;;;;87.21;us cm-1;94.2;mmol kg-1;0.98;g kg-1;Total;43.2;mg kg-1;Extractable;;;10.34493078;;;;;;;;;mg kg-1;3;Total;CaCl2-extractable;Red fescue;Festuca rubra;cv. dark;;;;;;;;;;14.39590692;;;;;;;;;mg kg-1;3;Above-ground parts;;;25.1927942;;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Radziemska;2017;Poland;Legnica;;;Humid continental;;;;;150;;5.5265017;;;6.42;g kg-1;;;;;;87.21;us cm-1;94.2;mmol kg-1;0.98;g kg-1;Total;43.2;mg kg-1;Extractable;;;132.7587392;;;;;;;;;mg kg-1;3;Total;CaCl2-extractable;Red fescue;Festuca rubra;cv. dark;;;;;;;;;;23.39333587;;;;;;;;;mg kg-1;3;Above-ground parts;;;29.69150868;;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Radziemska;2017;Poland;Legnica;;;Humid continental;;;;;300;;5.76678423;;;6.42;g kg-1;;;;;;87.21;us cm-1;94.2;mmol kg-1;0.98;g kg-1;Total;43.2;mg kg-1;Extractable;;;275.8621461;;;;;;;;;mg kg-1;3;Total;CaCl2-extractable;Red fescue;Festuca rubra;cv. dark;;;;;;;;;;42.2878543;;;;;;;;;mg kg-1;3;Above-ground parts;;;52.18508106;;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Radziemska;2017;Poland;Legnica;;;Humid continental;;;;;600;;5.865723731;;;6.42;g kg-1;;;;;;87.21;us cm-1;94.2;mmol kg-1;0.98;g kg-1;Total;43.2;mg kg-1;Extractable;;;527.5861751;;;;;;;;;mg kg-1;3;Total;CaCl2-extractable;Red fescue;Festuca rubra;cv. dark;;;;;;;;;;50.38562273;;;;;;;;;mg kg-1;3;Above-ground parts;;;64.78142668;;;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Rahman;2013;Malaysia;Johor;"1°28'0""N";"103°45'0""E";Equatorial;;;;;N0;;6.9;;;;;Sandy loam;;;;;;;;;26.5;mg kg-1;Total;;;;;;56.2;40.2;;;;;;;;mg kg-1;6;Total;;Amaranth;Amaranthus paniculatus;;5;plants/pot;10;;;1.6;g pot-1;;;6.6;6.2;;;;;;;;mg pot-1;6;Shoots;;;3.1;4.8;;;;;;;;mg pot-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Rahman;2013;Malaysia;Johor;"1°28'0""N";"103°45'0""E";Equatorial;;;;;N0;;6.9;;;;;Sandy loam;;;;;;;;;26.5;mg kg-1;Total;;;;;;56.2;40.2;;;;;;;;mg kg-1;6;Total;;Indian mustard;Brassica juncea;;5;plants/pot;9.8;;;1.6;g pot-1;;;6.3;5.5;;;;;;;;mg pot-1;6;Shoots;;;2.9;2.5;;;;;;;;mg pot-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Rahman;2013;Malaysia;Johor;"1°28'0""N";"103°45'0""E";Equatorial;;;;;N0;;6.9;;;;;Sandy loam;;;;;;;;;26.5;mg kg-1;Total;;;;;;56.2;40.2;;;;;;;;mg kg-1;6;Total;;Sunflower;Helianthus annuus;;5;plants/pot;11;;;1.6;g pot-1;;;9.2;8.5;;;;;;;;mg pot-1;6;Shoots;;;5.1;5.2;;;;;;;;mg pot-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Geothermal;;6.9;;;;;;;;;;;;;;;;;;;;18;0.07;88;5.9;138;;51;34;1187;51;0.875;mg kg-1;3;Total;;Common Heather;Calluna vulgaris;;;;;;;;;;0.04;11;0.2;6.9;;3.9;1.2;557;3.5;0.02;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Control;;6.5;;;;;;;;;;;;;;;;;;;;10;0.12;76;2.9;114;;42;32;845;33;0.011;mg kg-1;3;Total;;Common Heather;Calluna vulgaris;;;;;;;;;;0.007;6.6;0.2;6.4;;3.2;0.3;520;2.3;0.01;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Geothermal;;6.9;;;;;;;;;;;;;;;;;;;;18;0.07;88;5.9;138;;51;34;1187;51;0.875;mg kg-1;3;Total;;Crowberry;Empetrum nigrum;;;;;;;;;;0.02;6.7;0.1;5.3;;4.9;1;302;4.7;0.03;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Control;;6.5;;;;;;;;;;;;;;;;;;;;10;0.12;76;2.9;114;;42;32;845;33;0.011;mg kg-1;3;Total;;Crowberry;Empetrum nigrum;;;;;;;;;;0.006;6.6;0.2;10;;4.9;0.7;136;2.7;0.01;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Geothermal;;6.9;;;;;;;;;;;;;;;;;;;;18;0.07;88;5.9;138;;51;34;1187;51;0.875;mg kg-1;3;Total;;Viviparous Sheep's Fescue;Festuca vivipara;;;;;;;;;;0.05;10;0.3;9.4;;6.8;4.4;168;10.3;0.04;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Control;;6.5;;;;;;;;;;;;;;;;;;;;10;0.12;76;2.9;114;;42;32;845;33;0.011;mg kg-1;3;Total;;Viviparous Sheep's Fescue;Festuca vivipara;;;;;;;;;;0.06;6.1;0.2;15;;5.7;1.6;217;5.8;0.02;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Geothermal;;6.9;;;;;;;;;;;;;;;;;;;;18;0.07;88;5.9;138;;51;34;1187;51;0.875;mg kg-1;3;Total;;Creeping Thyme;Thymus praecox;;;;;;;;;;0.06;9.2;0.2;25;;2.6;1.4;114;2.9;0.03;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;Rajsz;2021;Iceland;;;;Subpolar oceanic;;;;;Control;;6.5;;;;;;;;;;;;;;;;;;;;10;0.12;76;2.9;114;;42;32;845;33;0.011;mg kg-1;3;Total;;Creeping Thyme;Thymus praecox;;;;;;;;;;0.02;7.7;0.1;28;;4.8;0.99;110;3.3;0.01;mg kg-1;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2133;Rastogi;2014;India ;Lucknow;;;Humid subtropical;;;;;0.4 Cu;;6.8;1.06;%;;;Sandy loam;;;;;479;uS cm-1;;;;;;;;;;;6.3;;64;;21.8;;7.8;;;mg kg-1;3;Total;;Linseed;Linum usitatissimum;;13;plants/pot;;;;;;;;62.4;;;;;;;;;ug g-1;3;Shoots;;;42.7;;;;;;;;;ug g-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2133;Rastogi;2014;India ;Lucknow;;;Humid subtropical;;;;;0.8 Cu;;6.8;1.06;%;;;Sandy loam;;;;;479;uS cm-1;;;;;;;;;;;6.3;;64;;21.8;;7.8;;;mg kg-1;3;Total;;Linseed;Linum usitatissimum;;13;plants/pot;;;;;;;;162.8;;;;;;;;;ug g-1;3;Shoots;;;64.5;;;;;;;;;ug g-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2133;Rastogi;2014;India ;Lucknow;;;Humid subtropical;;;;;1.2 Cu;;6.8;1.06;%;;;Sandy loam;;;;;479;uS cm-1;;;;;;;;;;;6.3;;64;;21.8;;7.8;;;mg kg-1;3;Total;;Linseed;Linum usitatissimum;;13;plants/pot;;;;;;;;181.8;;;;;;;;;ug g-1;3;Shoots;;;110.5;;;;;;;;;ug g-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2133;Rastogi;2014;India ;Lucknow;;;Humid subtropical;;;;;Control;;6.8;1.06;%;;;Sandy loam;;;;;479;uS cm-1;;;;;;;;;;;6.3;;64;;21.8;;7.8;;;mg kg-1;3;Total;;Linseed;Linum usitatissimum;;13;plants/pot;;;;;;;;5.3;;;;;;;;;ug g-1;3;Shoots;;;27.5;;;;;;;;;ug g-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;BEC Reference topsoil;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;0.28;23;;15;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;16.02563917;;;;mg;;0.089781067;10.25270785;;44.62633206;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;MUC Reference topsoil;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;0.28;23;;15;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;16.90909064;;;;mg;;0.129197107;9.31407889;;38.64768567;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;BEC Sludge;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;2;1520;;458;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;17.76556904;;;;mg;;0.078832163;12.85198465;;40.14234931;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;MUC sludge;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;3.6;376;;531;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;17.45454719;;;;mg;;0.096350393;10.75812217;;36.51245424;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;BEC sludge + Cd;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;100;1450;;414;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;20.69597265;;;;mg;;0.39854014;13.71841117;;39.9288172;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;MUC sludge + Cd;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;109;448;;617;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;16.72727526;;;;mg;;0.451094874;10.75812217;;36.72597005;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683;Renoux;2007;Canada;Montreal;;;Humid continental;;;;;BEC sludge + Cu;Municipal wastewater;6.3;10.2;%;;;Loamy sand;;;;;;;;;3;g kg;Total;0.59;g kg;Total;;1.8;3030;;457;;;;;;;mg kg;3;Total;;Barley;Hordeum vulgare;;;;19.04761996;;;;mg;;0.065693427;12.77978359;;33.95017489;;;;;;;mg kg;3;Shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
